,BindingScore_action,BindingScore_tone,TTB,vn0,vn1,vn2,group,channel
0,0.036370076369265,0.13890090223499002,0.002530825865725,6.80875,5.1825,6.05,1,TP
1,-0.0559357772003967,0.04787930413426191,0.0038150813346586,6.615,6.0575,6.67125,1,TP
2,-0.0689233692758803,0.0434834475140263,0.0124068167899066,7.00125,4.165,4.43125,1,TP
3,-0.0008864870262756,-0.017708526907250402,0.0168220398809748,6.9425,4.825,6.10625,1,TP
4,-0.0204207658845692,-0.0481977732874693,0.0277770074029001,6.99,4.921428571428572,5.924285714285714,1,TP
5,0.0153519681691152,0.0502627061847153,0.0349107380156001,6.855714285714286,4.967142857142856,5.488571428571428,1,TP
6,0.0165107882619027,-0.0190174599882285,0.0355282482501312,6.72,5.73875,6.13375,1,TP
7,0.0333821884971616,0.0694785118519802,0.0360963233548186,6.847142857142857,5.140000000000001,6.319999999999999,1,TP
8,-0.0070158432815147,0.0346519845399093,0.041667827821424,6.9557142857142855,4.147142857142858,6.767142857142857,1,TP
9,-0.0539449263587388,0.017469783814147398,0.0714147101728862,6.755714285714285,5.865714285714286,6.714285714285714,1,TP
10,-0.0517793629231032,0.021835138939887005,0.0736145018629902,6.924285714285714,4.890000000000001,3.9585714285714286,1,TP
11,-0.0184679433052219,0.05527666039882119,0.0737446037040431,6.981428571428571,4.418571428571428,7.28,1,TP
12,-0.103086145030608,-0.01632504082879581,0.0867611042018122,6.94625,4.6725,4.63625,1,TP
13,0.0600084888639679,-0.033750866180448404,0.0937593550444163,6.658571428571428,5.791428571428571,5.901428571428572,1,TP
14,0.0130296241854949,0.109228353308642,0.0961987291231471,6.898571428571429,5.202857142857143,7.021428571428571,1,TP
15,0.1332272505105035,0.129406207351865,0.103,6.935,4.8625,5.40375,1,TP
16,-0.027984478332753,0.0841781698204905,0.1121626481532435,6.87875,5.25625,5.0125,1,TP
17,0.0237571247143536,0.1359296047328246,0.112172480018471,6.868571428571428,4.985714285714286,5.207142857142857,1,TP
18,-0.0585683187211494,0.05661794908953201,0.1151862678106814,6.7250000000000005,5.576666666666667,6.118333333333333,1,TP
19,0.132855299047128,-0.08397597941146051,0.117,7.0616666666666665,3.7883333333333336,5.44,1,TP
20,-0.0538597871143551,0.0652962913821122,0.1191560784964673,6.68625,5.69875,6.71125,1,TP
21,0.1426613974329239,0.018986623760680693,0.1236747736722432,6.882857142857143,4.942857142857143,6.224285714285714,1,TP
22,0.0073762766024777,-0.1165139537964502,0.1238902303989279,6.575,6.05375,6.26875,1,TP
23,0.1427726110965954,0.10421027960221711,0.138,6.93125,5.10375,4.3825,1,TP
24,0.2266572591408903,0.1416723735870552,0.184,6.815,5.41,5.02375,1,TP
25,-0.1233805841722919,0.0685276873786297,0.1919082715509216,6.859999999999999,5.177142857142857,4.394285714285714,1,TP
26,0.2530148539517087,0.1556716588870268,0.197,6.994285714285715,4.1971428571428575,4.365714285714286,1,TP
27,-0.1985611808476153,0.011433560187770309,0.2099947410353856,6.935,4.71875,5.895,1,TP
28,-0.2130236399059232,-0.002827125087867005,0.2101965148180562,6.98125,4.0925,5.795,1,TP
29,-0.2475418364256838,0.0336581116197561,0.2811999480454399,6.96125,5.09875,3.905,1,TP
30,-0.1805518479493416,0.10380388612175712,0.2843557340710987,7.0371428571428565,3.738571428571429,4.577142857142857,1,TP
31,-0.0974490054006774,0.2029957209879128,0.3004447263885902,6.894285714285714,5.422857142857143,4.681428571428571,1,TP
